id,Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
538396,Clay,5.65,17.29,1.04,3.49,31.22,38.24,157.28,4.23,18.27,Cotton,Flowering,Kharif,Sprinkler,Reservoir,5.78,No,108.33,West,High
310389,Sandy,7.03,29.03,1.42,2.32,37.17,38.39,1332.16,9.0,14.69,Rice,Sowing,Zaid,Drip,Reservoir,0.99,Yes,70.58,East,Low
627192,Silt,6.61,11.92,0.75,2.78,40.48,33.24,934.44,6.89,2.12,Potato,Vegetative,Zaid,Canal,Rainwater,5.86,No,45.26,North,Medium
424180,Loamy,5.24,11.57,1.11,2.86,27.45,30.99,1370.27,8.54,18.46,Maize,Flowering,Rabi,Canal,Rainwater,11.5,No,33.09,Central,Medium
537269,Clay,7.95,18.19,0.44,1.62,31.48,47.96,2474.68,7.58,19.97,Potato,Sowing,Kharif,Canal,Reservoir,6.94,No,13.23,North,Medium
278619,Clay,6.62,63.99,0.83,1.25,23.14,31.14,759.04,6.25,7.48,Cotton,Harvest,Zaid,Drip,River,11.41,No,90.49,East,Low
392113,Clay,5.41,33.03,0.62,3.05,35.67,85.32,1635.76,7.0,12.44,Sugarcane,Harvest,Rabi,Drip,Groundwater,12.28,Yes,37.68,Central,Low
39875,Silt,5.3,41.18,1.11,2.0,21.13,37.36,896.21,8.71,6.61,Sugarcane,Vegetative,Zaid,Canal,River,14.41,Yes,110.19,East,Low
178856,Sandy,7.68,61.27,0.34,2.97,15.86,94.78,830.54,9.06,4.61,Potato,Harvest,Rabi,Rainfed,River,11.16,Yes,19.36,South,Low
444835,Silt,5.21,55.47,0.85,0.72,39.28,85.81,2118.38,7.58,12.96,Rice,Vegetative,Rabi,Canal,Reservoir,14.15,Yes,89.21,South,Medium
392105,Silt,5.36,9.25,1.29,0.56,34.87,61.01,1373.46,7.78,12.43,Potato,Vegetative,Rabi,Sprinkler,Rainwater,0.72,No,88.51,South,High
351807,Loamy,7.63,30.67,1.24,1.83,33.84,43.37,1450.04,9.29,13.39,Maize,Vegetative,Kharif,Rainfed,River,14.44,No,51.52,East,Medium
561521,Silt,5.26,62.39,0.59,0.6,33.16,64.44,2159.88,10.97,7.24,Potato,Sowing,Kharif,Rainfed,Groundwater,6.44,No,97.33,West,Low
181736,Silt,5.79,40.27,1.53,1.15,17.13,79.61,1407.35,10.44,2.93,Rice,Sowing,Rabi,Canal,Reservoir,1.91,No,74.08,South,Low
619573,Silt,7.07,44.1,1.11,2.81,12.21,76.78,731.71,10.41,14.38,Wheat,Harvest,Zaid,Drip,River,3.92,No,23.69,South,Low
384747,Sandy,6.08,16.35,0.75,2.32,18.92,41.72,1869.37,8.54,18.62,Cotton,Vegetative,Rabi,Canal,Rainwater,2.37,Yes,66.93,West,Medium
10450,Clay,5.5,9.39,1.11,2.12,39.81,26.93,2187.35,4.24,7.78,Maize,Flowering,Rabi,Drip,River,5.29,No,68.51,South,Medium
462021,Loamy,5.81,59.03,0.97,2.55,31.5,57.81,2303.68,8.3,9.36,Rice,Flowering,Zaid,Drip,Reservoir,1.0,No,83.28,South,Medium
111047,Sandy,6.31,47.92,0.68,0.35,33.26,50.26,1326.0,6.13,15.4,Wheat,Sowing,Rabi,Rainfed,Rainwater,4.25,No,42.76,West,Low
57676,Loamy,5.19,44.52,1.31,1.16,37.08,62.19,1046.79,7.92,18.57,Sugarcane,Flowering,Zaid,Sprinkler,River,7.51,No,53.28,West,Medium
499708,Loamy,5.89,45.33,1.57,1.51,33.31,84.59,2154.9,4.35,14.19,Sugarcane,Vegetative,Rabi,Drip,Reservoir,13.13,Yes,87.26,North,Medium
397341,Loamy,8.12,55.54,1.54,3.15,15.15,37.33,1698.46,9.25,8.99,Sugarcane,Vegetative,Rabi,Rainfed,Rainwater,3.39,No,47.21,Central,Low
296572,Clay,5.1,59.67,1.16,0.4,20.44,70.85,1046.91,5.43,14.56,Potato,Vegetative,Rabi,Drip,Rainwater,10.12,Yes,112.89,Central,Low
526436,Sandy,7.78,47.6,0.79,1.19,18.04,62.78,1442.89,9.01,1.21,Rice,Vegetative,Kharif,Drip,Reservoir,13.71,Yes,71.93,East,Low
629190,Loamy,5.83,46.26,0.74,1.82,29.89,57.8,2159.69,5.51,0.86,Rice,Harvest,Zaid,Drip,Groundwater,14.09,No,85.34,Central,Low
400000,Clay,5.33,27.49,0.95,2.69,24.08,85.4,1318.64,8.69,9.62,Rice,Vegetative,Kharif,Rainfed,Reservoir,10.95,Yes,68.79,South,Low
114050,Loamy,8.02,21.63,0.33,0.45,34.88,60.82,2470.36,8.06,2.63,Potato,Vegetative,Kharif,Sprinkler,River,11.71,Yes,104.21,South,Medium
433352,Sandy,5.67,46.85,1.37,1.51,24.65,42.24,2116.5,7.9,13.83,Rice,Sowing,Rabi,Canal,Reservoir,11.95,Yes,101.47,North,Low
258727,Loamy,5.02,46.73,0.43,0.34,16.58,51.14,1618.23,7.61,13.65,Rice,Flowering,Zaid,Rainfed,Groundwater,12.8,No,74.79,Central,Medium
1856,Clay,5.37,47.6,0.88,0.36,28.15,81.25,1476.52,6.88,16.32,Sugarcane,Harvest,Kharif,Sprinkler,River,14.98,Yes,79.75,North,Low
340268,Clay,6.44,8.23,1.46,3.48,26.11,61.45,1689.86,7.49,15.33,Rice,Sowing,Zaid,Rainfed,Groundwater,2.11,No,44.17,East,Medium
261884,Sandy,6.08,58.44,1.09,2.5,26.97,42.35,2085.24,5.97,17.09,Cotton,Vegetative,Kharif,Rainfed,Groundwater,14.94,No,25.06,East,Medium
272612,Sandy,6.71,32.55,0.98,3.35,36.41,83.44,2181.95,6.37,7.19,Rice,Sowing,Kharif,Sprinkler,Rainwater,9.37,Yes,97.02,East,Low
156756,Clay,5.73,28.16,0.49,2.98,38.31,50.01,2140.21,8.65,17.54,Maize,Sowing,Kharif,Rainfed,River,10.76,Yes,4.15,North,Low
205934,Clay,7.72,58.98,1.18,1.61,17.47,45.31,1825.68,7.0,19.01,Potato,Harvest,Rabi,Drip,River,0.66,Yes,99.62,South,Low
544206,Silt,7.49,13.69,1.2,1.7,15.55,40.09,1762.82,8.18,13.55,Maize,Sowing,Kharif,Canal,Reservoir,11.18,No,82.35,North,Medium
369450,Silt,6.41,57.21,0.86,0.91,32.02,74.08,1750.59,7.34,9.93,Maize,Harvest,Rabi,Rainfed,Reservoir,4.25,Yes,81.97,North,Low
548279,Loamy,5.35,41.23,1.27,1.5,21.41,63.06,985.43,6.69,6.78,Maize,Flowering,Rabi,Rainfed,Groundwater,3.89,Yes,56.1,West,Low
311735,Silt,6.01,40.54,0.43,0.24,37.6,30.14,2496.56,6.07,19.56,Wheat,Sowing,Rabi,Canal,Rainwater,14.97,Yes,1.03,Central,Low
371837,Sandy,7.53,61.22,0.35,2.08,25.26,41.42,1081.67,10.78,14.55,Wheat,Vegetative,Zaid,Canal,Reservoir,11.96,Yes,43.65,North,Medium
462648,Silt,7.77,64.93,0.71,3.12,17.65,31.99,755.7,5.03,3.86,Rice,Sowing,Rabi,Canal,Reservoir,14.05,No,102.28,East,Low
548529,Clay,5.94,32.4,1.27,0.39,28.59,71.35,2175.99,9.94,14.03,Cotton,Harvest,Rabi,Drip,River,7.32,No,28.86,South,Low
544569,Loamy,6.42,45.59,1.12,2.79,28.15,81.53,2321.29,10.02,8.77,Wheat,Flowering,Zaid,Rainfed,Rainwater,12.91,No,62.91,Central,Low
137726,Sandy,7.16,26.58,0.55,0.88,27.55,93.54,1390.4,9.62,6.83,Cotton,Sowing,Kharif,Canal,Reservoir,1.43,No,56.72,North,Low
269277,Loamy,6.9,49.83,1.24,2.86,29.71,37.46,974.0,5.85,10.31,Wheat,Vegetative,Zaid,Canal,Reservoir,6.99,Yes,44.93,North,Low
134345,Loamy,6.4,28.58,0.5,1.2,25.71,48.9,1852.17,9.51,4.21,Sugarcane,Vegetative,Rabi,Rainfed,Groundwater,10.45,No,61.08,North,Low
72412,Clay,5.85,56.57,1.02,2.05,32.35,85.95,1378.57,7.51,9.83,Maize,Sowing,Rabi,Drip,Rainwater,14.63,Yes,75.64,North,Low
2302,Loamy,5.52,20.73,0.93,3.33,28.91,67.84,2041.72,10.22,19.76,Wheat,Vegetative,Zaid,Drip,Reservoir,5.55,Yes,115.55,West,Medium
204829,Sandy,6.88,13.37,1.3,1.35,16.67,31.64,1848.63,10.54,1.03,Rice,Harvest,Zaid,Sprinkler,Groundwater,4.97,Yes,16.62,East,Low
338507,Sandy,5.06,36.67,0.51,1.52,37.38,29.98,2265.66,7.91,5.07,Wheat,Harvest,Kharif,Sprinkler,River,10.08,No,59.08,West,Low
471684,Sandy,5.04,20.08,0.33,3.11,18.42,80.72,1751.83,8.33,10.77,Rice,Vegetative,Rabi,Sprinkler,River,9.89,Yes,33.67,Central,Medium
81228,Clay,7.68,19.99,0.74,1.93,33.09,54.89,910.86,8.0,2.85,Cotton,Vegetative,Zaid,Canal,Groundwater,10.87,No,102.74,South,Medium
229607,Sandy,7.41,24.74,1.17,1.42,41.32,47.23,2472.08,4.4,19.15,Rice,Vegetative,Zaid,Sprinkler,River,0.41,No,24.72,West,High
503750,Sandy,4.84,46.41,1.15,1.82,40.45,63.68,1521.79,7.58,7.32,Maize,Flowering,Zaid,Drip,Rainwater,2.28,No,20.14,South,Medium
379134,Loamy,6.34,42.03,0.85,0.57,30.37,63.95,1253.31,10.67,16.06,Wheat,Vegetative,Zaid,Canal,Rainwater,10.94,No,25.41,East,Medium
147344,Loamy,7.77,52.82,0.44,3.38,25.81,80.39,2055.52,8.36,1.73,Wheat,Vegetative,Zaid,Rainfed,Reservoir,3.54,Yes,106.98,West,Low
626076,Silt,5.72,64.8,1.54,1.38,15.71,80.05,1709.23,6.41,12.44,Sugarcane,Vegetative,Zaid,Rainfed,Reservoir,6.46,Yes,83.02,West,Low
100398,Silt,5.83,49.41,0.46,3.21,34.79,94.45,2485.42,7.55,8.46,Potato,Harvest,Kharif,Canal,River,10.9,Yes,25.62,South,Low
453257,Sandy,6.51,25.61,0.78,1.12,20.64,52.22,1705.68,8.68,2.12,Rice,Sowing,Rabi,Sprinkler,River,8.78,No,42.43,West,Low
25444,Silt,6.54,63.33,0.73,2.88,14.43,42.75,725.55,9.54,13.21,Sugarcane,Flowering,Zaid,Rainfed,Groundwater,5.32,No,75.31,East,Medium
236240,Silt,5.51,54.59,0.82,1.57,18.83,68.25,1483.9,4.01,15.74,Cotton,Flowering,Rabi,Sprinkler,Rainwater,2.82,No,38.82,Central,Medium
109674,Sandy,7.07,16.59,0.55,1.65,33.85,53.4,1590.45,6.67,14.17,Potato,Flowering,Zaid,Rainfed,River,1.71,No,85.41,East,High
578056,Sandy,6.63,14.08,1.41,2.95,37.99,80.92,1779.49,10.03,2.85,Cotton,Vegetative,Kharif,Sprinkler,Rainwater,9.03,No,53.73,Central,Medium
144443,Clay,6.27,12.45,1.21,2.35,13.42,94.89,1622.13,4.5,8.95,Rice,Vegetative,Kharif,Rainfed,Reservoir,3.3,No,103.14,South,Medium
61791,Loamy,6.77,30.52,0.48,0.28,40.07,28.47,977.19,6.91,14.18,Rice,Vegetative,Rabi,Canal,Reservoir,9.08,Yes,48.46,South,Medium
294902,Sandy,7.98,21.82,0.4,1.03,22.04,50.1,2153.94,10.35,11.33,Wheat,Flowering,Zaid,Rainfed,Reservoir,4.43,No,109.56,East,Medium
356817,Sandy,6.18,11.64,0.79,0.9,18.97,85.93,2313.24,8.69,14.21,Wheat,Sowing,Zaid,Canal,River,13.71,Yes,106.53,South,Low
110847,Loamy,7.62,20.53,1.28,3.36,28.14,50.48,1663.77,7.36,4.22,Sugarcane,Flowering,Kharif,Sprinkler,Rainwater,11.78,Yes,36.13,South,Medium
140716,Sandy,6.53,14.18,0.77,3.24,18.78,88.33,1526.02,4.99,18.56,Rice,Vegetative,Zaid,Rainfed,River,13.42,Yes,12.24,South,Medium
164932,Sandy,5.77,10.72,1.14,1.51,37.33,54.23,1612.56,4.61,3.0,Sugarcane,Vegetative,Rabi,Drip,Reservoir,14.12,Yes,15.69,Central,Medium
31396,Silt,6.52,22.87,0.42,1.35,41.49,61.05,2054.58,4.54,13.46,Rice,Sowing,Zaid,Drip,Rainwater,14.78,No,41.98,West,Medium
100071,Loamy,6.33,52.02,1.17,0.7,31.67,79.91,2199.56,6.02,9.75,Wheat,Flowering,Kharif,Sprinkler,Groundwater,5.95,Yes,103.63,South,Low
4179,Silt,5.61,30.14,0.59,2.61,36.16,28.61,1532.55,10.58,7.0,Rice,Sowing,Rabi,Drip,Groundwater,6.38,No,53.49,South,Low
221945,Sandy,5.66,64.78,0.68,1.03,25.86,64.78,1216.6,9.69,2.13,Cotton,Sowing,Rabi,Sprinkler,River,14.74,No,84.95,Central,Low
161949,Silt,7.84,55.23,0.53,1.55,12.74,35.44,613.84,7.87,11.64,Wheat,Sowing,Rabi,Sprinkler,Rainwater,6.51,No,91.87,South,Low
175132,Silt,6.51,50.64,0.92,2.86,24.29,73.53,1558.91,8.69,17.64,Sugarcane,Flowering,Rabi,Sprinkler,River,9.56,No,62.23,East,Medium
500603,Loamy,6.01,37.45,0.7,0.42,14.51,88.9,1274.16,4.33,7.0,Potato,Harvest,Rabi,Canal,Groundwater,14.63,No,72.27,Central,Low
155057,Silt,6.2,50.44,0.52,1.28,18.2,79.96,2199.56,4.9,17.84,Cotton,Harvest,Rabi,Sprinkler,River,1.4,No,82.26,Central,Low
69346,Loamy,5.18,19.13,1.25,1.02,35.89,65.48,180.62,7.71,19.97,Sugarcane,Flowering,Rabi,Canal,Reservoir,2.72,No,109.15,Central,High
465580,Loamy,5.76,25.61,1.18,2.76,17.21,44.69,2422.37,8.47,8.54,Cotton,Harvest,Kharif,Drip,Reservoir,6.08,Yes,16.87,West,Low
82825,Clay,5.93,32.46,0.36,3.46,14.19,51.6,1380.12,7.62,13.59,Maize,Harvest,Rabi,Sprinkler,Groundwater,7.61,No,58.21,East,Low
562326,Loamy,5.66,38.66,0.89,2.11,27.98,54.45,744.09,10.03,8.54,Sugarcane,Harvest,Zaid,Canal,Rainwater,6.01,Yes,27.74,West,Low
323903,Loamy,6.32,14.0,1.07,2.17,14.86,83.57,2390.9,6.65,19.97,Maize,Flowering,Rabi,Rainfed,River,13.52,Yes,27.68,Central,Medium
505096,Sandy,5.39,63.65,0.9,1.61,31.08,69.25,1241.47,8.86,2.5,Wheat,Flowering,Rabi,Drip,River,8.65,Yes,0.02,South,Low
101044,Clay,6.54,55.26,1.19,3.04,15.18,78.52,959.76,9.39,6.71,Sugarcane,Sowing,Rabi,Rainfed,Reservoir,5.7,Yes,62.09,Central,Low
433827,Sandy,5.07,23.88,1.2,2.64,30.83,29.99,1217.58,5.84,9.39,Rice,Vegetative,Zaid,Drip,Reservoir,8.69,Yes,82.62,Central,Medium
489077,Clay,6.94,52.17,0.73,1.61,29.0,52.86,1577.54,6.76,5.58,Maize,Flowering,Kharif,Sprinkler,Rainwater,0.54,No,27.5,South,Low
52768,Clay,7.65,30.99,1.31,0.73,22.22,81.52,1226.54,9.51,18.33,Cotton,Sowing,Kharif,Sprinkler,River,11.32,Yes,54.72,North,Low
541699,Loamy,5.71,41.58,0.92,0.24,22.57,71.23,1842.9,10.14,17.54,Rice,Harvest,Kharif,Rainfed,River,12.96,No,92.09,West,Low
442929,Clay,6.63,26.39,0.31,3.42,30.0,79.45,2125.41,9.58,17.21,Wheat,Harvest,Zaid,Rainfed,Groundwater,11.66,No,62.88,West,Low
86905,Silt,7.25,41.95,0.38,1.91,24.41,88.02,1455.77,6.97,3.84,Wheat,Sowing,Rabi,Drip,River,5.22,Yes,21.38,East,Low
32588,Silt,5.44,40.1,0.8,2.71,30.5,88.47,1354.2,4.54,9.75,Cotton,Sowing,Rabi,Sprinkler,Reservoir,3.88,Yes,90.51,East,Low
166097,Silt,6.19,8.87,0.4,2.64,27.89,82.46,2389.33,9.52,4.64,Wheat,Vegetative,Zaid,Rainfed,Reservoir,8.08,No,19.77,North,Medium
206056,Silt,5.59,16.72,1.01,0.59,36.39,74.16,2476.59,7.61,12.78,Rice,Vegetative,Kharif,Sprinkler,Groundwater,1.18,Yes,54.6,East,Medium
535661,Sandy,7.82,10.55,0.73,2.34,40.99,61.23,49.48,8.41,15.35,Sugarcane,Vegetative,Kharif,Drip,River,2.73,No,52.09,Central,High
237554,Clay,5.98,63.25,0.47,2.43,18.34,88.16,1326.15,9.94,4.64,Maize,Flowering,Rabi,Drip,Groundwater,12.44,No,30.95,South,Low
129430,Silt,5.55,43.87,0.72,3.22,31.58,86.87,1137.3,7.94,13.91,Cotton,Flowering,Rabi,Drip,River,9.21,Yes,77.65,North,Medium
86782,Silt,7.95,38.94,1.0,1.11,28.12,25.92,1556.98,6.55,10.69,Sugarcane,Sowing,Rabi,Drip,Groundwater,14.11,No,57.12,East,Low
173730,Loamy,6.53,20.28,1.5,0.55,32.61,62.08,1673.36,5.04,1.18,Maize,Flowering,Kharif,Rainfed,Groundwater,13.37,Yes,66.09,South,Medium
278445,Loamy,7.42,50.45,1.38,0.9,22.14,47.32,1709.69,5.77,18.67,Maize,Flowering,Rabi,Sprinkler,Rainwater,10.08,Yes,73.18,North,Low
194074,Silt,6.54,45.3,0.33,0.65,26.86,78.63,2305.97,4.45,10.69,Rice,Vegetative,Kharif,Sprinkler,River,1.18,Yes,116.89,East,Low
267203,Clay,7.44,18.13,1.01,2.64,15.93,89.07,1721.2,9.99,10.1,Rice,Flowering,Zaid,Drip,Rainwater,6.86,No,111.93,North,Medium
82779,Silt,6.2,58.38,0.85,2.95,18.75,78.68,1157.95,7.22,14.13,Sugarcane,Flowering,Rabi,Rainfed,River,7.74,Yes,31.47,West,Low
218448,Loamy,7.36,57.02,1.28,2.0,17.69,53.11,1553.79,8.56,19.46,Wheat,Harvest,Zaid,Sprinkler,Reservoir,13.37,Yes,108.32,South,Low
20017,Sandy,5.46,49.39,0.48,1.62,33.66,57.94,1796.29,7.33,6.65,Maize,Flowering,Rabi,Sprinkler,River,9.24,Yes,80.13,West,Medium
167444,Clay,7.43,64.66,1.35,2.46,16.63,87.92,2079.89,4.32,8.06,Rice,Sowing,Kharif,Rainfed,River,4.47,No,72.72,West,Low
592912,Sandy,6.71,34.04,0.72,2.17,38.23,30.56,1820.03,4.74,6.48,Cotton,Harvest,Kharif,Rainfed,Groundwater,9.21,No,31.35,West,Low
394918,Silt,5.87,15.12,0.81,0.2,41.65,59.52,83.49,6.35,17.48,Potato,Flowering,Kharif,Rainfed,Reservoir,10.08,No,7.42,East,High
377929,Silt,6.23,42.63,1.32,0.75,19.12,32.2,851.45,6.88,9.92,Potato,Flowering,Rabi,Canal,Groundwater,5.74,Yes,112.04,East,Low
262701,Sandy,5.66,18.92,1.43,1.78,38.47,87.51,1847.37,10.99,3.39,Maize,Flowering,Kharif,Drip,River,1.33,Yes,75.41,South,Medium
221976,Sandy,5.99,40.6,1.49,2.36,14.64,29.02,1251.99,9.06,7.52,Maize,Harvest,Zaid,Sprinkler,Groundwater,7.01,Yes,108.64,Central,Low
70254,Silt,8.18,58.4,0.78,0.76,19.0,40.61,1657.46,9.92,3.33,Rice,Flowering,Kharif,Sprinkler,Reservoir,2.97,No,16.6,East,Low
571254,Sandy,6.54,24.72,0.61,3.28,24.83,87.88,1180.09,5.86,8.58,Sugarcane,Harvest,Kharif,Sprinkler,Groundwater,14.86,Yes,100.26,Central,Medium
178646,Loamy,7.72,28.43,0.42,0.82,30.74,69.28,2360.76,7.59,15.26,Sugarcane,Flowering,Rabi,Rainfed,Groundwater,10.23,Yes,71.33,Central,Medium
240424,Sandy,7.59,50.39,1.01,2.55,28.15,78.02,2103.22,10.21,18.64,Sugarcane,Sowing,Zaid,Sprinkler,Rainwater,1.65,Yes,57.69,East,Low
49079,Sandy,6.48,34.13,0.42,0.16,20.49,25.18,916.38,4.99,18.96,Wheat,Vegetative,Rabi,Sprinkler,Rainwater,7.58,No,95.81,South,Medium
450224,Sandy,7.89,36.58,1.16,0.82,30.69,75.14,2474.61,6.52,7.4,Potato,Harvest,Kharif,Sprinkler,Rainwater,3.87,Yes,91.19,North,Low
571854,Loamy,6.29,18.96,1.5,1.63,32.43,76.53,2288.59,5.51,14.19,Sugarcane,Sowing,Kharif,Drip,River,10.52,No,91.91,Central,Medium
258560,Silt,5.9,44.0,1.36,0.55,17.75,84.7,613.38,4.99,9.52,Cotton,Sowing,Zaid,Drip,Groundwater,2.86,No,84.39,West,Low
486562,Clay,6.65,53.74,1.05,0.69,16.54,69.04,1748.77,4.2,8.77,Potato,Vegetative,Zaid,Rainfed,Rainwater,6.39,Yes,66.75,West,Low
81569,Loamy,6.53,30.8,1.47,2.16,22.3,94.56,1594.57,9.87,1.45,Maize,Sowing,Kharif,Drip,Reservoir,0.87,Yes,90.15,Central,Low
10832,Clay,7.96,23.02,0.42,1.37,26.91,56.99,794.43,10.35,18.46,Wheat,Flowering,Rabi,Rainfed,Groundwater,2.38,Yes,88.68,North,Medium
11696,Silt,7.2,64.78,1.11,2.72,30.15,70.93,1874.55,5.51,14.74,Sugarcane,Sowing,Zaid,Rainfed,River,2.88,Yes,66.13,East,Low
272301,Silt,7.11,56.17,1.47,0.18,32.61,48.24,1743.31,10.5,16.32,Cotton,Flowering,Zaid,Sprinkler,Groundwater,11.63,Yes,29.83,West,Medium
236965,Sandy,7.37,32.79,1.05,1.99,33.17,37.34,1538.95,5.11,12.97,Maize,Flowering,Rabi,Rainfed,Reservoir,8.35,Yes,118.23,West,Medium
26799,Loamy,5.31,52.35,0.88,1.51,31.01,92.03,2068.48,6.91,3.0,Rice,Harvest,Rabi,Canal,River,12.01,Yes,107.53,West,Low
268861,Clay,6.5,43.02,1.1,2.57,18.07,31.56,1391.04,8.84,9.24,Cotton,Harvest,Rabi,Drip,Reservoir,6.56,Yes,109.13,East,Low
584089,Sandy,5.9,32.04,0.64,1.6,17.52,64.87,979.06,6.37,12.66,Potato,Harvest,Kharif,Canal,Reservoir,5.27,No,108.49,Central,Low
271008,Loamy,6.52,36.33,0.67,0.11,31.89,52.75,2361.34,5.33,9.37,Cotton,Harvest,Kharif,Sprinkler,Rainwater,3.76,No,31.23,North,Low
267065,Clay,7.26,44.63,0.65,2.32,16.97,55.75,1453.62,5.88,17.43,Potato,Sowing,Kharif,Sprinkler,River,5.0,No,89.84,South,Low
174275,Loamy,6.65,32.85,1.04,1.75,29.51,77.86,2182.18,6.42,6.92,Wheat,Flowering,Kharif,Sprinkler,Groundwater,3.91,Yes,27.02,Central,Low
585526,Loamy,7.95,51.65,0.56,0.98,32.94,81.67,2066.69,10.19,13.31,Rice,Flowering,Rabi,Canal,River,12.01,Yes,77.75,East,Medium
43665,Clay,7.78,26.92,0.55,2.34,41.62,64.69,2093.7,7.54,7.43,Rice,Sowing,Zaid,Drip,Reservoir,1.06,No,112.87,South,Low
298209,Sandy,6.64,46.84,0.52,1.94,12.72,56.69,1694.28,8.17,8.26,Cotton,Sowing,Kharif,Drip,Groundwater,0.44,Yes,7.58,North,Low
63248,Clay,5.5,41.45,1.55,3.37,17.69,32.0,1615.02,8.75,6.43,Wheat,Vegetative,Kharif,Canal,Groundwater,6.32,Yes,27.31,East,Low
124965,Sandy,5.05,47.4,0.61,0.56,41.02,41.72,2493.45,10.98,3.23,Cotton,Vegetative,Rabi,Rainfed,River,3.59,No,40.71,Central,Medium
150822,Loamy,7.23,9.07,1.18,2.37,33.6,90.15,1844.21,6.06,3.26,Cotton,Flowering,Zaid,Rainfed,Rainwater,1.13,No,83.8,South,Medium
246604,Loamy,7.08,10.29,1.01,1.31,26.26,35.92,1211.98,8.02,18.5,Rice,Harvest,Rabi,Canal,River,9.01,Yes,89.89,East,Medium
78030,Sandy,7.72,43.23,1.39,1.36,39.21,33.91,2251.49,9.2,3.95,Cotton,Flowering,Rabi,Drip,Rainwater,3.81,Yes,46.68,South,Low
219238,Sandy,6.28,18.41,0.99,0.99,15.58,54.33,2076.36,8.77,15.4,Sugarcane,Harvest,Kharif,Rainfed,Groundwater,3.27,Yes,115.02,West,Low
17078,Sandy,8.11,50.68,0.49,0.7,39.31,91.51,2218.95,7.12,4.22,Maize,Vegetative,Kharif,Canal,Groundwater,9.34,Yes,94.3,West,Low
4506,Silt,7.37,24.8,1.26,1.7,24.78,62.2,1762.31,10.46,16.88,Cotton,Vegetative,Rabi,Drip,Reservoir,9.91,No,29.42,South,Medium
52751,Sandy,7.47,58.88,0.75,2.75,26.83,57.95,1817.32,7.91,1.08,Maize,Harvest,Rabi,Sprinkler,Rainwater,3.56,No,113.45,East,Low
25727,Loamy,7.01,62.87,1.5,3.45,16.64,72.18,614.21,5.97,16.76,Potato,Sowing,Kharif,Sprinkler,Reservoir,9.2,No,6.21,South,Low
425265,Loamy,7.56,26.23,0.4,0.76,15.64,62.0,1463.75,8.77,18.05,Sugarcane,Vegetative,Rabi,Sprinkler,River,8.04,No,74.39,Central,Medium
310778,Clay,5.89,36.72,1.38,2.59,28.91,28.51,1729.92,7.52,17.69,Maize,Sowing,Kharif,Sprinkler,River,14.96,Yes,33.1,East,Low
518779,Silt,7.41,39.06,0.87,1.27,27.48,53.6,1331.92,5.01,16.03,Maize,Flowering,Kharif,Rainfed,Rainwater,5.11,No,78.61,South,Medium
231250,Clay,7.89,12.55,0.56,0.37,29.16,57.94,1739.72,5.19,19.45,Sugarcane,Flowering,Zaid,Sprinkler,Rainwater,7.04,Yes,113.59,North,Medium
615630,Loamy,7.19,40.71,1.04,2.81,35.45,59.16,643.77,9.7,11.38,Maize,Sowing,Zaid,Drip,Groundwater,10.87,Yes,113.06,West,Low
394182,Silt,6.28,17.28,1.22,1.77,26.72,64.87,1128.97,8.84,13.39,Sugarcane,Flowering,Kharif,Sprinkler,River,3.87,No,64.41,South,Medium
405100,Clay,5.95,22.68,1.47,0.65,24.38,52.77,1441.59,9.73,10.78,Wheat,Flowering,Zaid,Rainfed,River,13.98,Yes,112.93,South,Medium
206878,Loamy,6.54,13.97,1.59,2.74,13.52,78.41,919.62,5.74,10.74,Sugarcane,Flowering,Kharif,Canal,Groundwater,6.93,Yes,82.9,East,Medium
205049,Silt,7.03,45.16,0.69,0.26,30.63,87.11,556.69,5.88,4.04,Maize,Harvest,Kharif,Canal,Rainwater,12.87,No,5.34,Central,Low
230897,Clay,4.86,22.39,0.77,1.46,15.94,33.01,856.9,8.59,13.04,Wheat,Flowering,Zaid,Sprinkler,Groundwater,6.34,No,82.88,East,Medium
621669,Sandy,5.65,51.72,0.72,0.2,15.62,73.68,1369.89,10.09,18.74,Cotton,Harvest,Kharif,Sprinkler,Groundwater,0.55,No,33.09,South,Low
463295,Clay,7.82,11.63,0.81,2.99,25.17,81.76,1150.41,6.28,19.05,Rice,Vegetative,Zaid,Rainfed,Rainwater,10.61,No,70.25,East,Medium
243635,Sandy,5.44,33.41,0.37,1.0,35.45,52.47,1580.28,8.73,18.39,Wheat,Harvest,Rabi,Canal,River,7.8,Yes,106.51,West,Low
332846,Clay,6.42,49.36,0.67,2.78,27.96,73.87,2325.04,4.62,1.17,Maize,Harvest,Kharif,Rainfed,Groundwater,6.27,No,93.05,West,Low
34126,Silt,5.63,24.66,1.26,2.64,22.44,46.03,1316.04,10.24,10.62,Sugarcane,Sowing,Rabi,Sprinkler,Reservoir,14.99,No,66.91,West,Medium
611373,Clay,5.38,13.56,1.22,1.61,20.52,61.94,2384.87,7.91,2.26,Maize,Harvest,Kharif,Canal,Rainwater,2.51,No,102.74,South,Low
